问题,浏览量,关注量,回答量,赞同量,点击率
既然比亚迪dmi技术都可以跑2000km了，为什么不普及呢？,1371099,394,156,4251,18.57
能发一张在暧昧期的聊天记录吗？,304413,103,21,3187,31.16
有没有那种能把我虐哭的短篇小虐文，要那种虐的肝疼的？,271783,50,5,2936,22.2
成龙的地位有多高？,704047,42,8,11097,34.3
为什么越来越多的老师拒绝当班主任？,483508,195,71,6832,21.67
我觉得程序员应该是最适合女性的职位，但是为什么女程序员那么少？,442762,179,125,11449,20.5
陌生人，你看小说的雷点是什么?,293189,67,34,18555,21.8
有没有男主凶凶的，女主软软的小说推荐啊？,515904,20,2,6949,25.34
“油车很落后，一旦开了纯电车就回不去了”，如何看待这个观点？,389724,122,94,4254,24.0
读史书时有没有让你笑出声的段落？,555389,185,48,11678,26.65
和听不懂话的人沟通是什么体验？,324509,48,23,3172,26.22
我老公现在搬出去住了，拉黑一切联系方式，铁了心要我签离婚协议，我实在没办法咯，知友没有没有好的建议？,518157,231,45,2774,24.62
既然在中国有日吹、美吹等，那么在其他国家有没有“中吹”？,476362,43,6,9943,23.36
有哪些让你目瞪口呆的 Bug ？,542061,51,7,7373,25.38
有没有超级好看的娱乐圈文？,222022,21,6,2749,20.71
华为纯血鸿蒙，从此天下三分了吗？,703945,316,252,7647,18.0
能不能说说你用过最神奇的民间偏方？,211390,397,10,2223,10.09
针对「身患红斑狼疮晚期的上海女子沙白，赴瑞士自杀」掀起舆论热潮，你怎么想？,926812,697,511,20138,19.01
历史上有哪些著名的歪打正着的事件？,716213,82,11,8113,25.07
法庭上有什么有趣的事?,524949,53,6,8366,26.16
你有哪些珍藏的双男主小说？,245922,94,38,4640,21.9
为什么金属的密度比水大多了，但却感觉水最重？,343292,65,45,15438,28.84
如何看待南通小米su7事件？,774350,560,469,9407,18.92
香港人的优越感是怎么形成的？,299903,98,75,8702,27.38
怎么看待北京大龄单身女突破80w？,479112,195,39,6364,29.83
一个人能无耻到什么地步？,326386,52,19,6604,22.9
长得漂亮真的很重要吗？,453983,90,22,8178,26.71
有没有男主温文尔雅但是腹黑的古言？,466938,33,7,8439,30.91
演员到底有多吃天赋？,532070,27,5,5903,30.22
布达拉宫到底有多么震撼？,608406,95,15,16801,24.01
克里米亚野生动物园著名饲养员「卡佳阿姨」被狮子撕碎身亡，暴露出哪些安全隐患？,1405642,392,121,27263,19.53
有没有那种真正细水长流的古言？,305471,41,11,3716,23.8
有什么沙雕轻松的甜文推荐吗？,202653,81,36,3091,23.84
如何看待华为 10 月 22 日正式亮相的 nova13 系列？有哪些信息值得关注？,1228736,618,487,6789,6.01
高中班内男女对立很严重怎么办?,526125,328,158,20815,30.05
有哪些男主自卑很爱女主的小说？,192409,41,6,3168,26.73
有什么事让你一瞬间毛骨悚然？,421146,100,15,5821,16.99
有没有那种很刺激的兽人文？,320482,100,11,4854,12.77
你们家车子最反人类的设计是什么？,534574,47,29,2829,27.94
驻日美军约 4.7 万升毒废水外溢，此次毒废水外溢将会带来哪些影响？如何防止污染物扩散？,583314,426,287,27325,19.94
为啥山东人以饭量大能吃为荣？,331782,129,74,17201,27.39
有哪些超爽的重生复仇文？,221582,100,27,2231,23.0
被查房时怎么证明是情侣关系？,705177,53,24,12887,22.19
怎么看待自称去过外星球的安徽庐江县农民张祥前?,616165,372,47,2379,20.73
你无意间和异性做过最暧昧的事或一瞬间是怎样的？,530184,92,23,3588,25.17
有没有甜到捶床的小甜文？,300760,35,11,4227,19.11
京东这个事件，如果京东选择硬抗到底，会对京东有什么影响呢？,611862,383,248,29016,24.09
中国人旅游喜欢拖箱子，外国人喜欢背包，这是为什么呢？,798976,462,286,2933,17.98
被保护得太好的人是怎样的？,419550,128,21,4488,27.68
06年的，看这些书什么水平?,323067,93,27,2390,22.66
国宴为什么要以淮扬菜为主？,698119,64,27,15743,22.6
有哪一件事让你觉得 Cosplay 圈水深？,606970,70,9,4471,23.9
如何评价2024年10月米哈游《崩坏星穹铁道》2.6剧情《毗乃昆尼末法世记》？,621028,302,238,13344,23.51
有啥好看的双男主小说吗？,206906,45,10,3280,22.22
人类文明中有哪些无比悲壮的场面？,768003,241,28,28945,27.36
你写过的最蠢的代码是？,510500,39,14,3008,23.81
你下定决心买车的原因是什么？,406759,74,37,2298,25.64
如果虐文女主突然醒悟，会有什么故事？,178968,58,15,2217,24.98
小米SU7 Ultra量产版将于10月29日正式发布，若售价在 80 万元左右的话，你会购买吗？,1010163,392,236,3637,17.62
A股这几天进入回调期了，你觉得牛市结束了吗？,749797,555,321,1962,18.84
躺平真的会毁掉年轻人吗？,489147,199,58,12180,23.35
如何看待“大龄女怀上总裁孩子”桥段大量在短剧中出现？,385184,374,332,20760,22.01
为什么现在的女孩子都怕生孩子？,257591,93,41,4387,22.78
西湖醋鱼真的很难吃吗?,699720,147,100,19488,23.29
如何看待小红书流量在2024/9/26后断崖式下降？,625343,297,63,8861,22.26
你第一部看的动漫叫什么名字呢？,191991,98,77,1066,26.98
一句话的信息量能大到什么程度？,408765,60,13,7322,25.96
如何评价小红书？,321359,84,49,5457,20.85
为什么现在会有“上岸第一剑，先斩意中人”这种普遍现象呢？,271967,74,28,4774,25.08
有没有大格局的女主文？,344823,39,7,5527,21.02
你是怎样发现自己怀孕的？,511194,56,5,6354,22.84
詹姆斯父子同时登场，完成 NBA 历史首次正式比赛父子同台，如何评价他们的表现？父子同台有多难达成？,1168024,581,302,3724,11.83
杨幂为什么会变成今天这样呢？,512535,35,10,6221,26.65
和父母无法沟通你有多绝望？,313602,75,36,2090,23.57
什么时候你意识到做技术永无出路？,514935,294,59,3289,22.53
双向暗恋有多甜？,267689,18,3,1103,20.26
如何评价曲婉婷?,476730,78,33,11959,24.75
早期的的网红后来怎么样了？,586679,47,2,4112,30.77
你看过最震撼或感动的一张照片是哪张？,349060,71,12,15600,20.37
让你坚持上班的理由是什么呢？,118722,5522,5369,1292,13.33
存量房贷利率 10 月 25 日批量下调，有客户降至 3.65%，你降了多少？居民消费意愿会提升吗？,994887,766,387,2850,11.32
张卫健为什么凉了？,757066,74,56,9132,25.5
你见过炒股最惨的有多惨？,451160,88,16,5676,28.32
如何评价海棠作者远上白云间被判刑的事？,681164,487,197,28325,19.29
约男生看电影，这算是被变相拒绝了么？,562877,56,12,3177,29.77
人在医院能无知到何种程度？,435802,23,7,4660,23.82
古代嫡女的地位是不是被高估了？,460498,6,0,4617,25.64
为什么现在 AI 已经没啥热度了？,795608,767,365,4434,14.52
贾玲这么励志，为什么口碑却越来越来差？,570981,60,44,7453,27.08
有没有男主温柔到爆的小说推荐？,245860,29,8,3662,25.97
35 岁失业了真的会很难找到工作吗？,319407,164,33,4499,20.39
你见过最变态的事情是什么？,831322,186,19,3874,21.13
什么是情绪价值？,232172,215,66,4344,18.37
为什么战鹰被叫做战老？,557455,39,14,16198,27.22
宋朝之前连棉被都没有，零下几十度的寒冬，古人是怎么熬过去的？,448915,152,33,5747,21.58
河北、辽宁、天津、福建等多地出现海水倒灌，部分居民房屋积水严重，具体情况如何？什么原因造成的？,875473,714,126,2731,13.7
如何评价新中国时期的“赤脚医生”？,374402,162,123,18768,22.84
有一双超级大长腿是什么感觉？,486699,142,18,4169,21.24
吃爽了是怎样一种体验？,241615,100,22,5297,24.38
云南 11 月起将实施痛经假，经确诊后可以休 1-2 日的假期，未来会在全国范围内大规模推广吗？,540018,638,459,11567,14.97
你被哪些雕塑作品震撼过？,478126,108,9,18186,25.78
车牌号什么样的好？,458859,40,32,4315,24.55
你见过哪些员工因为作死被开除的事情？,820725,24,1,8838,27.73
你见过最真实的商战是什么？,417476,140,15,10766,27.52
中国产业升级能对日韩造成多大冲击？,426941,75,16,1845,27.25
OPPO Find X8 系列手机被曝「大变样」，都有哪些信息值得关注？,710054,738,687,960,2.63
有什么超绝的重生爽文推荐吗？,235526,174,71,2975,22.38
广东揭阳11岁女生扔掉13岁男生钥匙且不赔偿遭脚踹，双方和解，如何看此事？,660777,449,309,25201,23.67
怎么在打架前判断一个人是不是很能打？,446398,51,22,4286,26.12
你认为中国航天和马斯克谁能先在月球建立月球基地?,479762,347,248,16638,23.28
双胞胎为什么要穿得一模一样，目的何在？,503464,49,12,16256,28.61
为什么有人会认为中餐天下无敌？,296681,67,43,2707,25.45
如何看待大学里面怀孕的女生？,575742,72,29,7852,20.26
博主「山取」回应哀牢山取材争议，称从未收到官方通知要求归还矿石，他视频中的采矿行为违法吗？,1126114,357,121,7226,16.31
有没有很爽的古言爽文？,331131,49,17,3808,23.52
如何看待中国格斗界至今无人打假「疯狗拳」陈鹤皋？,592060,292,73,11447,22.46
为什么郭德纲学历较低，但是他的知识却那么丰富？,379894,121,46,8026,22.61
为什么中国对外汇进行管制？,474610,331,124,12960,23.43
有没有好看的女主不傻白甜的古代言情小说？,362372,33,5,4832,29.28
你做过最阴暗最龌龊的事是什么？,390559,56,10,5615,15.43
有没有绝世甜文，甜到爆炸的文？,258892,52,15,3980,17.81
你见过的最差的程序员是怎样的？,391934,35,12,3377,23.4
为什么总叫央视六套六公主？,331632,31,6,7207,24.32
假如碰到小时候的自己，你会对他说什么？,97290,397,316,4628,18.97
如何看待罗永浩评价杨笠事件？,475255,651,508,21333,21.64
有没有男主被女主狠狠拿捏的小说？,293014,298,113,5527,22.64
台湾每日鸡蛋过剩百万颗，相关部门提议校园「班班吃鸡蛋」，从闹蛋荒到鸡蛋过剩反映出哪些问题？,725562,591,269,4065,18.15
新疆到底有多干燥？,398645,28,17,6286,27.03
亲情里，无声的虐待有多恐怖？,233671,49,10,1927,24.84
人最顶级的养生是什么？,173831,232,54,3345,11.84
有哪些超级好看的复仇小说？,291420,148,61,3187,21.47
男生占有欲到底有多强？,318587,31,11,5093,10.69
听泉鉴宝到底什么来历？,1261001,116,38,8425,22.98
全红婵以后会怎么样？,441108,27,17,4088,21.17
中国禁毒力度很大吗？,489390,32,7,18154,25.22
如何看待比亚迪与《黑神话：悟空》达成全球战略合作？,903022,408,253,30563,19.91
什么是真正的恶?,419880,27,7,4798,15.59
中国有不主动申请院士却强过院士的人吗？,557149,52,18,7102,26.63
男性审美和女性审美真的不一样吗？,463014,61,21,3057,27.94
男医生在给年轻靓丽的女性检查时会是什么心态？,446162,78,19,4749,21.62
沉迷「AI 恋人」，美国 14 岁少年自杀，成全球首例 AI 致死案，有哪些警示作用？AI 应背锅吗？,846339,893,307,6862,12.04
你因为什么而打赏过骑手？,703466,86,75,16275,23.1
有什么东西是外国人吃，而中国人不吃的？,526718,112,30,12903,26.52
为什么很多女生在相亲择偶中，遇到优质男把握不住机会?,425437,142,55,3967,24.98
你被吓得最惨的一次是什么情况？,405562,71,17,4741,23.85
如何看待张桂梅校长的华坪女子中学只招一本及以上的教师?,552577,280,130,12725,24.67
字被老师说太妖娆了，能具体帮我指明下吗？,397074,77,8,1353,19.68
俄罗斯央行宣布加息200个基点，利率升至21%，达到历史最高水平，俄央行称通胀预期持续上升，如何解读？,690913,597,271,6877,14.95
基因好是一种怎样的体验？,294905,108,27,2887,23.09
Knight 职业生涯首次晋级全球总决赛最终决战，他决赛能打过 Faker / Chovy 吗？,901586,299,195,3779,24.98
十年以后学历会贬值成什么样子？,337043,84,33,2378,23.03
如何评价马龙这个运动员?,283538,75,44,4265,26.17
《人民的名义》中有哪些容易被人忽视的细节？,496510,54,16,7621,25.89
特朗普重申若再次当选，他将大幅下调利率，释放了什么信号？,880546,545,142,5519,21.3
你愿意让你的孩子接受美国那种所谓的“快乐教育”吗？,239267,166,68,9934,21.5
你们都是怎么拥有的小猫咪啊？,185329,46,29,6442,19.81
这个世界上有什么动物长得像P出来的?,525921,69,5,7550,14.05
最戳你们的be点是什么?,223165,182,33,10686,25.18
为什么越来越多女性不想结婚？,264991,182,86,4842,24.39
有没有一刻，突然平静地想离婚？,387087,38,6,1577,23.86
你认为最变态的事是什么？,584464,55,4,3853,20.06
你认为最难吃的菜是什么？,327695,64,54,2644,23.16
为什么美国大法官采取终身制?,556505,186,51,11788,23.75
《愚公移山》中为什么愚公就认为他的子孙会按照他的意志一直移山？,364626,312,126,12329,20.97
有一个占有欲强特别喜欢吃醋而且很黏人的男朋友是什么体验?,298815,28,0,4880,21.27
在《水浒传》中，潘巧云因为出轨就被残忍杀害，是不是太过了？,654420,477,320,8231,18.86
有没有超级带感的双男主小说？,123582,39,12,2860,22.66
我就想问，这两个表情真的恶心吗？,478266,82,30,2534,23.85
错过年薪六十万左右的前男友，该怎么调节心理？,399096,119,50,6190,26.19
有哪些让你读完感觉乳腺通畅的爽文？,399039,23,6,4263,25.41
为什么有一部分女性不喜欢生孩子？,333775,210,137,16438,24.49
中年夫妻之间最简单的情话是什么？,252238,46,11,4206,26.87
中国人玩阳谋到底有多牛？,597742,149,15,9592,21.1
清华姚班开设马上20年了，为什么没出巨擘？,637427,415,96,3188,18.37
为什么很多人吹诸葛亮是千古第一相？,496455,131,106,13837,24.7
都来爆料一下医院内不能说的秘密吧？？,402392,185,13,2163,21.79
